listing_id,id,date,reviewer_name,comments
100,29685824,4/11/2015,?¨?¢?û?î,"Excellent hospitailty! Very clean, tidy, friendly and welcomming environment. We loved the stay and highly recommend to anyone travelling to this destinataion!"
100,29961724,4/15/2015,Matt,The reservation was canceled 8 days before arrival. This is an automated posting.
100,31247589,5/3/2015,Evanthia,Mel is extremely considerate and helpful. She sent website info to help plan my travels within Amsterdam along with detailed info to her place. There were even snacks in the fridge!<br/>Pros: the space was bright and clean. Close to the tram and in a nice neighborhood with places to eat and drink nearby. Supermarkets were close too. <br/>Cons: nothing I can think of. Mel is very accommodating so if you need anything at all just ask!
100,41447342,8/7/2015,Goodyoga,"Mel is a lovely host. Due to a mixup in our planning, we arrived a week early, but our host was kind and understanding. She made things very easy for us and we really enjoyed our stay in Amsterdam. As for the apartment, it is in great condition with plenty of space and natural light. The bed comfortable - we slept like stones. The area around the apartment is great. Not vey touristy, but there are good restaurants and pubs a few minutes away and the hustle of central A'dam is a quick 15 minutes by foot or less by tram. Lastly, Mel made us feel welcome at her home by offering some breakfast foods and coffee for the mornings. Highly recommended!! "
100,51144612,10/18/2015,Nicole,"Mel hat uns in ihrem zu Hause herzlich empfangen. Wir haben uns von Beginn weg sehr wohl gefÃ?hlt. Als Willkommensgeste hat uns Mel das FrÃ?hstÃ?ck fÃ?r den ersten Morgen in Amsterdam bereit gestellt. Die Wohnung ist super schÃ¶n und gemÃ?tlich, in ruhiger Umgebung. Und dennoch zentral gelegen.<br/>"
100,64495529,3/4/2016,Matt,The host canceled this reservation 18 days before arrival. This is an automated posting.
100,69656796,4/12/2016,Eveli,"I stayed at MelâÄôs apartment a bit less than a week. The apartment is very cute, clean and full of light. It is located in a quiet neighborhood and has good public transportation connection. Mel herself is friendly, cheerful and very helpful. Some breakfast food in the fridge and a package of stroopwafels for the guest was a very sweet touch to the whole experience. Perfect place to stay! "
100,70306577,4/17/2016,Byoungwook,"Mel was very kind host!<br/>She kindly greet me even though I arrived late!<br/>The location was very good to go many spots, such as Amsterdam central and many museums.<br/>The room was very comfortable as well.<br/>I strongly recommend to stay Mel's house!"
100,74900543,5/17/2016,Glenn,Mel was a good host. She was informative and gave good directions to her flat. Her flat was close enough to public transportation and sites to walk to or ride a bike. I would recommend her place fellow travelers. 
100,100845297,9/11/2016,Sylvia,"Mel is a wonderful host. She made us feel welcome and show us how to get around. We allowed to use her fridge and kitchen. She provide linen and nice big bed. The apartment location is perfect. Nice garden view from balcony. I found it as a nice and neat place ,the problem is we are from USA and we use to A/C at all season(lol), she doesn't have any Air Conditioner or fan and also her neighbor allowed to party till around 12am on weekend. So that noise travel inside the house pretty clear without a white noise from ac. But if you like to party, I supposed it's not going to bother you at all. "
100,102189529,9/17/2016,Ismet,"Mel is a very kind and helpful host. Her apartment was clean and sweet. If you are searching a comfortable house in a good location with nice host, you can stay at Mel's house."
100,109746268,10/23/2016,Denis,"Polite and respectable host, I was welcomed to feel almost as at home: clean, calm, clear instructions. Could walk to the center all time as I was on holidays. This place made my time relaxing, exactly what I expected!"
100,111852280,11/2/2016,Laura,Situado cerca del centro pero en un barrio tranquilo. Apartamento con bonitas vistas y una anfitriona muy amable y silenciosa.
100,133041671,2/20/2017,Jason,"Mel is a great host with a very nice apartment that is within walking distance from the main areas of Amsterdam. The guest bedroom and bathroom were clean and comfortable with no issues. Mel went out of her way to make us feel at home, staying up to welcome our late arrival, laying out snacks in the kitchen, and providing sight-seeing advice for the city. Would definitely recommend!"
100,140018834,3/27/2017,Gordon,"Fleur went out of her way to make me comfortable when I arrived, and during my stay. Quite area, with easy trams to the centre town."
100,140671894,3/31/2017,Eva Langebeck,Very nice apartment with a good balcony! Really easy to find and very good neighbor hood. Fleur was a really good host and very relaxed and easy to communicate with. We don't have anything negative to say. 
100,143276721,4/11/2017,Angela,Mel's apartment is very nice. It's really confortable and Mel is helpful and polite..the zone is good and near to the metro. I suggest this apartment! :)
100,144003502,4/14/2017,Megan,"Mel's place is the perfect size for 1-2 travellers looking to be central to public transit but in a quiet neighborhood. There are plenty of things close by, grocery store, foodhallen, shops and parks as well as the canal out the window. Mel helped with planning transit, offered ideas and maps of things to do, and even had stuff for us for breakfast the first night. We were so grateful to stay here in this beautiful place. "
100,149253679,5/3/2017,Julia,"I really enjoyed staying at this place in Amsterdam,  it is clean and charming and near the tram. The bedroom is a bit small but overall it was a very pleasant stay. "
100,149686424,5/5/2017,Alison,"I booked a very last minute stay at Mel's place and she was very helpful and accommodating. Her place is spotless and beautifully decorated, the photos don't do it justice!<br/>She provided some breakfast things which was lovely and replaced my towels half way through my stay, which was unexpected and a thoughtful touch. Her place is in a great location, with lots of cafes, restaurants and bars around but her apartment is still very quiet. It is no more than a half hour walk to most things if you like walking or there's a tram and bike hire place nearby. She respected my privacy but was also always happy to have a chat. I would definitely stay at Mel's again! "
100,152616993,5/17/2017,Nick,"Fleur was great, very personable and helpful! I would give my highest recommendation to anyone looking to stay. Thanks again for everything and for stroopwafels when we arrived! "
100,155584341,5/28/2017,Sonja,"Mels place was exactly as described. To quote ""Friends"", it was ""not only clean, it was Monica clean"". The apartment is beautiful and very functional, one gets to experience the essence of Amsterdam immediately by stepping out to the balcony. Mel made us feel very welcome with breakfast supplies and Dutch treats left on the table. She was not in Amsterdam herself at the time, but communication and getting the keys was a breeze anyway. The location is excellent if one wants to see how the locals live. Tourists stay a bit further and the location is lively but quiet. I would stay at Mels again and recommend it to everyone who enjoys things mentioned above."
100,248760978,4/1/2018,Philipp,"Our stay at Mel's apartment was all in all quite nice. The communication with Mel was great, the pictures accurate and the apartment clean. The downsides of our stay were the price and the location. Over 120âÇ¬ per night for a private room in that location is kind of ridiculous. Don't get me wrong the location is not bad. The city centre is about a 20 min walk or 5-7 min ride with the bike away. But we would probably not book it again."
100,253428554,4/14/2018,Ying,"Mel's place is nice and clean, just like the pictures shown.  Except those stairs lead to her unit were steep and small, there would be no problem unless you are bringing large and heavy luggage.  Mel made us feel welcomed, she got us some tangerines and a bag of stroopwafel.  Thanks Mel, we enjoyed our stay in your home in Amsterdam!"
100,256054050,4/22/2018,Jillian,"Stylish space, kind host, great location. Bed is comfortable and very large though the bedroom is a bit small. Not in downtown Amsterdam but very close to multiple tram stops. Quiet neighborhood with lots to walk to."
100,264973778,5/15/2018,Amelia,Loved Mel's apartment and it was a great base for exploring Amsterdam. The apartment was pretty and clean and Mel was a thoughtful and considerate host. Would happily stay there again!
100,270418365,5/29/2018,Sam,"Great apartment in a nice neighbourhood, not too far from the centre"
100,278024313,6/17/2018,Tarun,The place description and pictures are accurate. It very neat and two tram stations away from Anne frank museum. All the key attraction are within 15 mins by Public transport. A tram station is within a couple of minutes walk. The location is really good and so is Fleur. She is very considerate and kind.
100,283525203,6/30/2018,Tanya,Fleur is an absolutly amazing host. We enjoyed our stay at her lovely apartement a lot and would definitely come back any time. 
100,325013565,9/18/2018,Lisa,"Clean, handy apartment. Mel was a lovely host. Provided us with tea and coffee. Gave us helpful tips and also gave us space in her apparent.<br/>Easy to reach centre of Amsterdam by foot, 20mins. By tram or even better by bike. We hired bikes close by and kept them for our three day trip. It really is the best way to see Amsterdam."
100,333379038,10/7/2018,Shashank,"Mel's place is in a great location, easily accessible by tram and close to all major attractions. The neighborhood is very calm and serene. It was our first visit to Amsterdam and we absolutely loved her place. Room is on the smaller side, but very comfortable. Especially good neighborhood for Indian tourists craving some home food as there is a grocery shop nearby which stocks all items like Maggi, Kurkure etc :p"
100,335759448,10/13/2018,Gus,"Good communication, kind, and an easy commute into the city via bike or tram! Cant wait to get back"
100,340201600,10/23/2018,Tina,"Stay here! The location is perfect -- far enough away from the toursity central Amsterdam area to feel like you're really staying with locals, but close enough by bike, foot, or tram to get to any of the main attractions you'd want to see quite quickly. The apartment itself is so cute and comfortable, and the hospitality is unparalleled. Would absolutely stay again!"
100,344252555,11/3/2018,Sophie,"Great place, great host. I would definitely recommend it!"
100,366279183,1/2/2019,Aswin,MelâÄôs place is just a walk away from the centre of Amsterdam and a tram ride away from most of the attractions!<br/><br/>You can look forward to a warm and lovely place with a very hospitable host that you can come back to and relax after a days worth of walking around the city. <br/><br/>Thank you so much for making me and my cousinâÄôs New Year a very memorable one!
100,438286306,4/16/2019,Yuli,"Mel was very lovely and helpful. Her apartment was clean and cosy. The heating was great, the kitchen and bathroom were modern and the bed comfy. We could use her coffee and tea, and she made space for us in the fridge. We had a very relaxing stay. ItâÄôs walking distance to a couple of different tram lines so that made it easy to get every where."
100,443196459,4/25/2019,Tom,"My 6 night stay at MelâÄôs was very enjoyable. Mel was a gracious host whose apartment I had full access to. It was a nicely appointed and comfortable apartment in a quiet neighborhood away from the hectic bustle of the city. Mel let me use her refrigerator and terrace and living room, the wifi was strong, everything very clean. The bedroom was comfortable and private. Whenever I had a question about a location or how to get there, Mel was very helpful, even obtaining a ticket to the Anne Frank House for me before I arrived. This was very good service. <br/><br/>A tram stop is only a few minutes walk and the tram gets you into the old center in 10 mins.  the Centraal station in 15 mins. To walk to the Anne Frank House is about 20 mins and a nice easy walk. <br/><br/>MelâÄôs hospitality enhanced my visit to Amsterdam and I highly recommend her place."
100,454444877,5/18/2019,Silvia,"I stayes at Mel's place for 3 nights and felt really comfortable there. The room and the overall flat are clean, bright and located in an extremely quite street. The flat is few steps from a tram stop to Amsterdam Central train station, so perfect to come and go to the airport, and walking distance to the centre. <br/>Mel was communicative and helpful, with a plus for being flexible for the check-out. <br/>I woul definitely recommend to stay there and hope to come back next time in Amsterdam."
100,458674484,5/26/2019,Elisa,"Great place in a good location, very good team connections right to the center of Amsterdam. The place was clean and had everything we need to spend the night. The host is wonderful and accommodating, trying to help us what all we need :) Thanks for hosting us"
100,552330854,10/21/2019,Ian,"Wonderful host in a great area. Very walkable with good bars and restaurants nearby. Not an overly touristy location but still close to everything. Would stay here again, thanks!"
87,35845080,6/22/2015,Andrew,We stayed at this houseboat this weekend and was very happy with it!the beds were very comfortable and even with 6 of us on there it never felt too cramped.we seen the host a few times during our stay and every time she was very helpful and always made sure we had everything we needed. Breakfast was supplied for us and tea/coffee facilities with a very reasonably priced mini. Also on southern comfort you gave use of kayaks which were great. At the end of the road there is a very relaxing bar/restaurant where you can have a chilled drink and watch the waterways of Amsterdam. I would recommend this place if you would like a chilled place away from the busy streets of Amsterdam but still within 15-20 minutes walking distance to everything. Thanks for a nice stay and would return again. Many thanks Andy. 
87,36707862,6/30/2015,Luigi,"Jona Ã¨ una persona simpatica ed alla mano, tempestiva nelle comunicazioni e flessibile nell'organizzazione generale. <br/>L'annuncio Ã¨ molto preciso, anzi forse rende meno di quanto dovrebbe nel senso che sia il bagno che la cucina sono comodi e non c'Ã¨ stato nessun problema nell'usufruirne, mentre all'inizio eravamo perplessi (gruppo di 5 persone). I letti morbidissimi, unica pecca chi dorme sul letto a castello potrebbe stare un po ""stretto"". In linea generale comunque era tutto pulito ed in buono stato. Il terrazzo sul tetto della barca davvero fiabesco di sera.<br/>Il quartiere Ã¨ caratteristico, una passeggiata nel verde costeggiando il canale, con le caratteristiche house boat, mentre si osserva il panorama della cittÃ .<br/>A piedi dalla stazione centrale dista poco meno di 10 minuti.<br/>Ci siamo trovati veramente bene, piÃ? che consigliato come annuncio!"
87,37006560,7/3/2015,Lorenzo,"A real Amsterdam esperienze! BohÃ©mien, like Jona, the owner, she's a school teacher and she really takes care of you. I was there with my two boys (14 and 17) we really enjoyed! Rent bykes, in 4 minutes ride you'll be in the heart of the beatiful city "
87,37244952,7/5/2015,Therond,Jona was very nice and helpfull!<br/>The boat is ideally located : close to the centruum and in a quiet area.<br/>Highly recommanded
87,37589374,7/8/2015,Lewis,"Great location, quiet and out the way but easy to get anywhere in the city. Jona was a great host! Everything was taken care of and we had everything we needed. The boat is a great place to come and rest after a day exploring the city. We are looking forward to our next trip! "
87,37722649,7/9/2015,Andrea,"Jona was the perfect host. She was very organised and made sure we were comfortable. We loved her gorgeous houseboat, very cool way to experience Amsterdam and see another way of life. The boat was located only 10 minute walk from centraal station, which was perfect for getting to the main attractions of Amsterdam and still having a nice quiet place to come back to in the evening."
87,38291287,7/14/2015,Alex,"Jona was a very helpful and friendly host, who welcomed us aboard her houseboat. All utilities were as described- the overall impression was actually even better than anticipated due to the amount of style this boat has got. The roof works great as a terrace, sunbathing there is the real deal. I need to come back here soon."
87,39780585,7/26/2015,Harry,"Jona was a great hostess, she was very welcoming and took care of us. My friends and I wouldn't hesitate to return to the houseboat in our next visit to Amsterdam. It had surprisingly good facilities, and sitting on the roof of the boat was very pleasant. The location was perfect with a short walk to the centre and a supermarket, I would recommend this facility to anyone. I cannot stress enough how welcoming Jona was!"
87,40348190,7/30/2015,Marston,Jona was amazing. The boat was a ton of fun to stay on and in a great location. Great communication and overall stay. I highly recommend it. 
87,41536990,8/7/2015,Augustine,"We spend two days I this amazing houseboat. The pictures are not overstating how awesome and special it is. The sundeck was really nice as well, and we enjoyed kayaking on the canal. Moreover, it is litteraly 5 minutes by foot from central stations and the very center of Amsterdam."
87,43067469,8/17/2015,Arlin,The host was very welcoming and the houseboat was perfect in terms of comfort and as a place to live in.  The location was ideal for its proximity to old Amsterdam and the fun to be had while still being in a quiet and welcoming neighborhood. 
87,43491625,8/20/2015,Adrian,"Location was excellent for SAIL 2015, car parking nearby, only a short walk away. Amsterdam centre and Dam square a  comfortable walk away. Everything that was needed was available, very clean, neat and tidy. Only had two nights but really enjoyed our stay on the houseboat."
87,44924268,8/30/2015,Catrin,"ZuverlÃ?ssige Gastgeberin, Unterkunft war wie beschrieben. Wir haben uns sehr wohl gefÃ?hlt, zum Weiterempfehlen."
87,45790489,9/6/2015,Mariano,"AÃºn cuando Jona nos avisÃ? que no podrÃ?a estar, la recepciÃ?n de su vecina Silvia fue perfecta. Nos puso al dÃ?a de las peculiaridades de la casa, del barrio y nos recomendÃ? montones de lugares que visitar. MÃ¡s adelante conocimos a Jona y a Daan que completaros esa informaciÃ?n con sus preferencias personales. <br/>Un experiencia curiosa con todas las comodidades de cualquier apartamento y muy cerca de la estaciÃ?n central, eje de la ciudad, en una calle con un encanto especial.<br/>"
87,46316247,9/9/2015,Gahl,The boat is situated so well and so accessible.  It is incredibly  quiet.  The rooms are clean and well maintained.  The kitchen area is modern and the self prepared breakfast is exactly what you need.  We spent a night there with three kids and it was Great!
87,46940093,9/14/2015,Rose,"The houseboat Southern Comfort was very well appointed, clean and comfortable. Both Jona and Siet were very welcoming and provided information which helped us to make the most of our trip."
87,47285076,9/17/2015,Marie,The houseboat was very clean and neat - a pleasure to stay aboard!  Jona was very helpful and pleasant.  Everything we needed was there - even had breakfast supplies available for us.  The location was convenient for walking or catching the tram.  We thoroughly enjoyed our stay in Amsterdam - just wish the weather had been better!
87,48689260,9/28/2015,Nick,"Great Houseboot, good breakfast and very helpfully and nice owner and neighbours.<br/>Thanks Jona :)"
87,48999090,9/30/2015,Ton,"Great location, nice and clean accommodation. Nice breakfast And the kids loved the top deck."
87,49293472,10/2/2015,Arjen,"Jona was zelf niet aanwezig. Maar Sietske wel. Alles volgens afspraak en keurig op tijd. Voordeel is dat de locatie vlak bij de gopedkoopste parkeergarage van Amsterdam is gelegen. Je betaald maar 15 euro per dag. Sietske had nog een sloepje geregeld (âÇ¬ 80,- extra) om vanaf de boot naar Amsterdam te varen. Het is een zeer rustige omgeving. je hebt echt geen last van de treinen."
87,50071888,10/9/2015,Julia,"I loved the pared-down elegance of Jona's beautifully renovated vintage houseboat.  This is very clean and comfortable accommodation in a great location.  My children rated it as one of the highlights of their visit to Amsterdam.  Jona was friendly, efficient and helpful."
87,50793377,10/14/2015,Delia,"We really enjoyed our vacation in the houseboat. Top location (5 min by bike to the city). The boat was perfect: clean, comfortable and stylish. We will come back asap. Thank you so much "
87,51131886,10/18/2015,Didier,"Perfect location, Nice boat.. Definitely a good rent to who wants to discover Amsterdam "
87,51514197,10/20/2015,Christiane,"Exclusive accommodation on a very well maintained boat, ideally located just minutes from the train station. Very friendly welcome and very well organized, for a too short stay. We will come back ! "
87,51581375,10/21/2015,Beata,"The boat was an awesome experience! It is a bit more expensive than other options, but stayin on a boat right close to everything, walking distance to so many great attractions, it was well worth it. <br/>The 4 of us plus our small 3 year old son stayed on the boat. Jona's friend came by and showed us everything, she was super nice and went far and beyond our expecations to make sure we had a great time. <br/>We were only there for a day and a half, but we took her advice to see various spots. Would definitely recommend to stay here. <br/>Has a full kitchen and a bathroom with shower, and has internet as well. It was an awesome experience. "
87,52215840,10/27/2015,Stuart,"Tidy boat with two large airy bedrooms with large windows, each easily take 3 (double + top bunk), both have TV. Kitchen area as you walk in with seating space for 4, although no view when seated, well-equipped including combined microwave/mini-oven. Combined shower/toilet at the rear (off kitchen) relatively roomy for a boat,  decent temperature and flow to shower. 'Lounge' at the front of boat permanently locked, used by owner. Roof accessible to sit out and watch life on the canal. Heating was effective.<br/> <br/>Feels quiet and detached from city despite 3 minutes from tram or 15 minutes from central station by foot, although some noise when trains go past. Friendly bohemian feel to the area, no generators or dogs.<br/><br/>Delightful support from host, who couldn't have been more friendly and helpful."
87,52429950,10/29/2015,Hannah,"The boat was every bit as comfortable and inviting as the pictures make out. Fully equipped kitchen with breakfast supplies, lovely rooms and a really cosy feel. Only 15 mins walk from the station in a quiet, quirky part of town away from the crowds. Jona was a fantastically helpful host from start to finish. <br/><br/>Overall, ideal stay here, and lovely ducks to greet you in the morning, too!"
87,52536674,10/30/2015,Andi,"First time living on a boat! Clever designed houseboat, basically equipped with anything we need! Sietske is so nice and warm! Hope to see you soon!"
87,53084562,11/4/2015,Jordan,"TrÃ¨s satisfait du logement atypique, qui est trÃ¨s bien situÃ©. Un accueil trÃ¨s chaleureux, c'Ã©tait parfait !"
87,53476822,11/9/2015,ÃÅrni,"Staying with Jona and Daan was an absolute delight. The boat is situated about 15 minutes walking distance from the central train station, about half an hours walk to Dam square. Hosts are really good people and go the distance in making you feel like a welcome houseguest instead of a paying customer.  I can't find words strong enough to recommend staying with them.  I'm hoping I can visit again soon."
87,53986931,11/15/2015,Ingo,Es war alle super. Wir haben uns sehr wohl gefÃ?hlt. Sehr zu empfehlen.
87,55825206,12/6/2015,Verena,"Wir wurden sehr freundlich von Sietske empfangen und bekamen gute Tipps, was wir in Amsterdam mit Kleinkind unternehmen kÃ¶nnen. <br/>Das Boot war sauber, super organisiert, gut gelegen und erstaunlich ruhig. Der Aufenthalt an Bord war war fÃ?r uns in jeder Hinsicht eine tolle Erfahrung, die wir gerne jederzeit wiederholen mÃ¶chten. <br/>Unser groÃüer Dank geht nicht nur an Sietske, sondern besonders auch an Jona und Daan, die uns bei einem Problem geholfen haben. Sie waren sofort zur Stelle, haben ihr Wochenende unterbrochen, um uns zu helfen und mit uns gemeinsam nach LÃ¶sungen fÃ?r unser Problem zu suchen. Unseren grÃ¶Ãüten Respekt fÃ?r diese Freundlichkeit!<br/>Wir wÃ?rden das Boot jedem empfehlen! Eine tolle Erfahrung auf dem Wasser, nicht weit vom Zentrum Amsterdams und vom Hauptbahnhof bei flexiblen, hilfsbereiten Gastgebern, die sich um das Wohlergehen ihrer GÃ?ste bemÃ?hen. <br/>Alles Liebe und Gute fÃ?r Euch!"
87,59362009,1/10/2016,Adrien,Acceuil aussi agreable que le sejour dans logement atypique. <br/>Merci pour tout.
87,60540839,1/24/2016,Bernardo,I stayed with a friend of mine and it was an amazing experience - beds were great shower and toilet were fine and although the heater stopped working one night the duvets  kept us warm!<br/>Took out the canoes in the morning and jobs and sietske were both very helpful hosts and have recommendations for things worth doing in Amsterdam 
87,62395436,2/14/2016,Lucia,"the welcome was great , kindness and attention they granted us very pleased . we found what we expected"
87,64853966,3/8/2016,Bill,"Sietske and Jona worked with us on checking in a lot earlier than normal.  I had never used Airbnb before and they gave me all the info I needed and answered all the questions I had. <br/>Sietska checked in with us and messaged us on the App when we were out in the city.  The drink's in the fridge were a nice touch and not any more expensive than going down to the store. <br/>We are already talking about going back as soon as possible. "
87,65362165,3/13/2016,Olaf,It was such a pleasant stay. Where else can you make a bonfire right in center of one of the most lovely capitals in Europe. Thank you so much for your hospitality Jona
87,68967195,4/8/2016,Jo,We were met by Sietske who was welcoming and most helpful. Neighbourhood was great. Listing accurate. Boat clean with all amenities. Walk to station and city was doable just pity that the chilly wind kept us company on the walk. Directions and communication excellent. 
87,69443255,4/11/2016,Nancy,"I stayed three nights on the houseboat, together with my boyfriend and two friends of us. The experience was great and I would recommend this special place to everyone! Sietske, a friend of Jona, took care about us on our arrival. She was very friendly, explained us everything and gave us great advises about what to do in Amsterdam. The boat is very clean and very quiet. Just great!! :)"
87,71313130,4/24/2016,Lode,"This was my first time with airbnb and Jona was very helpful with guiding me through the booking process. We got a very warm welcome by Jona, and stayed for 2 nights. The boat was very charmful, easy accessible and in a very nice and calm neighbourhood, about 10 minutes walk from the Central Station. Jona advised us with some things to see/do and kept us informed in between. Everything to have an easy stay was provided and the boat was very clean. Definitely one of the best experiences we had in Amsterdam!"
87,73480280,5/8/2016,HervÃ©,"A very lovely place and good advices about visiting Amsterdam. An original place to stay, in a quiet area, only 10 mn from Amsterdam Centraal by walk. Thanks to Jona for this place, thanks to Sietske for welcome.<br/><br/>Un accueil trÃ¨s agrÃ©able et de bons conseils de visites de la ville d'Amsterdam. Un lieu de villÃ©giature original, dans un quartier calme, Ã  seulement 10 mn de marche de Amsterdam Centraal. Merci Jona pour cet endroit, merci Sietske pour l'accueil.<br/><br/>Herve"
87,74658972,5/16/2016,Anja Laterne,"Besser kann man in Amsterdam nicht wohnen! Es ist ruhig und trotzdem nah zu allen wichtigen Punkten in Amsterdam. Man ist unabhÃ?ngig und kann sich wie zu Hause fÃ?hlen. Bleibt lieber ein paar NÃ?chte mehr, als in ein Luxus-Hotel zu investieren!<br/>Danke Jona!"
87,77730302,6/3/2016,Riku,"Asuntolaiva oli hyvin varustettu ja majoittaja oli ystÃ?vÃ?llinen, hÃ?n otti meidÃ?t hyvin vastaan ja antoi paljon erinomaisia paikallisia vinkkejÃ?! MyÃ¶s sijainti oli erinomainen, joka paikkaan pÃ?Ã?see myÃ¶s kÃ?vellen nopeasti."
87,79683309,6/13/2016,Burak,"Jona was a great host and the houseboat southern comfort is a very comfortable boat.  Jona was kind and helpful, so was Sietske, her neighbour. We felt at home. The boat was well maintaned, clean and spacious. It was located in a quiet gracht so we could chill out just next to the canal on the deck on top of the boat and had a wonderful time. Many thanks:)))"
87,80816701,6/19/2016,Verena,"We had such a wonderful time on this beautiful, charming houseboat with many nice small details and we will definitively come back. It is located in a side gracht 10 minutes from the station and very near the centre and public transport in a beautiful, colourful post-industrial area. There was even a duckfamily living next to the boat. The boat was well maintained, clean and felt very spacious for a boat. Breakfast was just perfect. We were very warmly welcomed by Sietske, a neighbour, who explained all important details concerning the boat very well. Jona, also very nice, came by later. We were provided with very suitable ideas where to go and what to do. We still spent much time on the boat and on the rooftop when the weather was dry enough. Thank you so much! "
87,81838311,6/25/2016,Jake,"Jona was busy so her friend received and settled us in. She was very professional and polite. It was abundantly clear that Jona put a veritable effort into making the stay as comfortable as possible. Jona stands out as an host by having a binder full of local tourism information. The information focused on authentic amsterdam experiences and strayed away from the tourist traps. All the amenities were clearly labeled and instructions provided for all facilities. The houseboat was a delight to stay in, close to the city center, but also in an authentic part of town away from the hustle and bustle. We also took full use of the kayaks provided and toured the canals nearby; it was amazing. Staying here was truly a unique and comfortable experience and a great story to tell your friends about. "
87,83458348,7/3/2016,Martin,Thanks from both of us to both you and Sietske for the warm welcome and for the suggestions as to where to. We loved the market and have been eating the lovely bread we bought there for breakfast this morning back in Manchester.
87,83879052,7/4/2016,Paul,What a great way to enjoy Amsterdam!  Great location. Great accommodation. Jona was superb!
87,84321699,7/6/2016,Dane,"Terrific experience!!! The houseboat is located a bit away from the hustle and bustle of Amsterdam, but within easy walking distance...perfect for us!  Very clean. Jona was very helpful and we enjoyed talking with her. Sietske, who helps to manage the property, was very helpful in providing information about the area, and was welcoming. They both us feel at home, and it was like being a local for a few days.  <br/>     A kitchen stocked with breakfast food and a washer and dryer were a plus.  We didn't use the kayaks but if we had more time it would have been fun!  <br/>     Staying on this houseboat was a highlight of our stay.  It was so relaxing to return from a day of sightseeing to this serene area.  We stopped at a market so we could enjoy cheese, meats, olives, fruit and wine at the table on the top deck of the boat at sunset each evening. Those moments were among the most memorable of our trip. If this boat is available you should request it quickly!  "
87,85133782,7/10/2016,Michi,"Everything was great!<br/>Like home..."
19,24892986,1/3/2015,Michal,"I had a great time in Madelijn appartment. It`s quite spacious and very nice. Everything was well prepared and I felt myself welcomed. There was even a bottle of wine waiting for us. The host was very flexible with both checkin and checkout times. The communication was very smooth. <br/><br/>I also appreciated that the appartment is right on a tram, that will take you directly to the center under 10min. The kitchen is really well equipped. Best thing of all is without a doubt the view from the roof top terrace. It is magical. I will be definitely coming back. "
19,31997629,5/12/2015,Jose,"The apartment had a lot of light, very clean, instructions on the table about supermarket nearby, wifi instructions and how to turn on the stove. Bus from the airport 23 min and 1 min nearby bus stop. Very convenient. Great and healthy place for breakfast down the street, Bagel and Beans. Lot of stairs to get to the apartment, but once in a paradise. Tram very close to go to downtown. Very silent to sleep. I recommend it! "
19,46398313,9/10/2015,Robert,"This apartment is a very cool place, especially if you like being near the Vondelpark. The area is full of restaurants and services (there's even lots of organic stores nearby), and right on a tram line. There's a bistro on the ground floor of the building, so there was some noise on Saturday nights, but it didn't go late. The top-floor flat has a roomy layout and a pleasant setting, and the rooftop deck is fantastic - we went up every chance we could. The place feels very hip and has everything you'd need. It's not central to the city, but we wouldn't want to stay in central Amsterdam anyway."
19,47670348,9/21/2015,Lena,"The stay at Madelijns apartment was great. As she was on holiday her boyfriends brother brought us the keys on time, showed us the apartment and introduced us to the neighborhood- he was really lovely and helpful during our whole stay. <br/>There were ""Welcome""-chocolate and instructions on the table about the apartment and everything nearby. The supermarket and the public-transport-stations are very close and it didn't took us long to get to everything. <br/>The apartment itself is so cozy, beautiful and clean as seen in the pictures- we felt very comfortable. Even if we were a bit unlucky with the weather, when we had a chance to use the terrace it was wonderful. The view from the roof top terrace is just great. <br/>They were also very flexible with both checkin and checkout times and we were allowed to leave our luggage until the evening, which was a great help. We also had a chance to meet the host when we left, and they were really lovely. The whole time the communication was very smooth and fast. On top of that they helped us to find our way to the airport. Looking forward to the next stay there!"
19,91645495,8/6/2016,Adam,"The place looks even better than the pictures! Great place, large, comfortable and clean. I would stay here again."
64,28008890,3/16/2015,Theresia,Lisa's sister was there to welcome us. She explained everything and left her number should we have any questions. The apartment is nice and well equipped as shown in the pictures. We enjoyed our stay in Lisa's apartment and would recommend it to everyone.
64,28330471,3/22/2015,Christine,"El piso era justo como decia el anuncio muy acogedor y calido. TenÃ?a todas las cosas necesarias para hacer nuestra estancia perfecta despues de un largo dÃ?a de vueltas por la ciudad. No conocimos a Lisa personalmente pero su herama nos estaba esperando para darnos las llaves. Incluso nos dejÃ? entrar antes de la hora. El barrio era muy tranquilo, cerca de un supermercado y al lado de dos lineas de tranvia. El piso esta a solo unos 10 o 15 minutos hasta el Centraal Station. Definitivamente si vuelvo a Amsterdam volverÃ?a a ponerme en contacto con Lisa otravez. Gracias por todo!"
64,28397842,3/23/2015,Nicolas,"The apartment is very pleasant, equipped well. Located outside of the city center but the tram nÂ°17 just pass at the bottom of the apartment to take you to the central station. Completed for a stay between friends!"
64,29043613,4/3/2015,Zygimantas,"Nice and cosy appartment, good location, easy communication with airport and center, friendly and helpful hosts. <br/><br/>Zygimantas"
64,37318435,7/6/2015,Andrzej,The description of flat and surranding are 100% legit. It is very easy and fast to travel from Lisa's place to city center. No problem with getting in touch with Lisa and getting more details regarding the stay. 
